ticker,valid_date,yes_settlement,nws_t24_forecast_high_f,nws_t24_forecast_low_f,nws_t24_precip_prob,nws_t24_humidity_pct,nws_t12_forecast_high_f,nws_t12_forecast_low_f,nws_t12_precip_prob,nws_t12_humidity_pct,nws_t6_forecast_high_f,nws_t6_forecast_low_f,nws_t6_precip_prob,nws_t6_humidity_pct,nws_t3_forecast_high_f,nws_t3_forecast_low_f,nws_t3_precip_prob,nws_t3_humidity_pct,ow_t24_forecast_high_f,ow_t24_forecast_low_f,ow_t24_precip_prob,ow_t24_humidity_pct,ow_t12_forecast_high_f,ow_t12_forecast_low_f,ow_t12_precip_prob,ow_t12_humidity_pct,ow_t6_forecast_high_f,ow_t6_forecast_low_f,ow_t6_precip_prob,ow_t6_humidity_pct,ow_t3_forecast_high_f,ow_t3_forecast_low_f,ow_t3_precip_prob,ow_t3_humidity_pct,day_of_year,month,clim_mean_high,clim_std_high
HIGHNY-24FEB16-B41.5,2024-02-17,0,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,48.0,2.0,42.0,9.0
HIGHNY-24FEB16-B43.5,2024-02-17,1,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,48.0,2.0,42.0,9.0
HIGHNY-24FEB16-B45.5,2024-02-17,0,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,30.16,30.16,,,48.0,2.0,42.0,9.0
HIGHNY-24FEB17-B40.5,2024-02-18,0,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,49.0,2.0,42.0,9.0
HIGHNY-24FEB17-T34,2024-02-18,0,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,49.0,2.0,42.0,9.0
HIGHNY-24FEB17-B36.5,2024-02-18,1,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,49.0,2.0,42.0,9.0
HIGHNY-24FEB17-T41,2024-02-18,0,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,49.0,2.0,42.0,9.0
HIGHNY-24FEB17-B34.5,2024-02-18,0,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,49.0,2.0,42.0,9.0
HIGHNY-24FEB17-B38.5,2024-02-18,0,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,26.15,26.15,,,49.0,2.0,42.0,9.0
HIGHNY-24FEB18-B39.5,2024-02-19,1,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,50.0,2.0,42.0,9.0
HIGHNY-24FEB18-B35.5,2024-02-19,0,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,50.0,2.0,42.0,9.0
HIGHNY-24FEB18-T35,2024-02-19,0,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,50.0,2.0,42.0,9.0
HIGHNY-24FEB18-T42,2024-02-19,0,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,50.0,2.0,42.0,9.0
HIGHNY-24FEB18-B37.5,2024-02-19,0,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,50.0,2.0,42.0,9.0
HIGHNY-24FEB18-B41.5,2024-02-19,0,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,33.57,33.57,,,50.0,2.0,42.0,9.0
HIGHNY-24FEB19-B41.5,2024-02-20,1,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,51.0,2.0,42.0,9.0
HIGHNY-24FEB19-T37,2024-02-20,0,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,51.0,2.0,42.0,9.0
HIGHNY-24FEB19-T44,2024-02-20,0,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,51.0,2.0,42.0,9.0
HIGHNY-24FEB19-B37.5,2024-02-20,0,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,51.0,2.0,42.0,9.0
HIGHNY-24FEB19-B39.5,2024-02-20,0,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,51.0,2.0,42.0,9.0
HIGHNY-24FEB19-B43.5,2024-02-20,0,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,26.53,26.53,,,51.0,2.0,42.0,9.0
HIGHNY-24FEB20-B40.5,2024-02-21,1,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,52.0,2.0,42.0,9.0
HIGHNY-24FEB20-T34,2024-02-21,0,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,52.0,2.0,42.0,9.0
HIGHNY-24FEB20-B34.5,2024-02-21,0,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,52.0,2.0,42.0,9.0
HIGHNY-24FEB20-B36.5,2024-02-21,0,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,52.0,2.0,42.0,9.0
HIGHNY-24FEB20-B38.5,2024-02-21,0,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,52.0,2.0,42.0,9.0
HIGHNY-24FEB20-T41,2024-02-21,0,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,31.3,31.3,,,52.0,2.0,42.0,9.0
HIGHNY-24FEB21-B44.5,2024-02-22,0,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,53.0,2.0,42.0,9.0
HIGHNY-24FEB21-T38,2024-02-22,0,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,53.0,2.0,42.0,9.0
HIGHNY-24FEB21-T45,2024-02-22,0,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,53.0,2.0,42.0,9.0
HIGHNY-24FEB21-B38.5,2024-02-22,0,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,53.0,2.0,42.0,9.0
HIGHNY-24FEB21-B40.5,2024-02-22,0,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,53.0,2.0,42.0,9.0
HIGHNY-24FEB21-B42.5,2024-02-22,1,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,35.04,35.04,,,53.0,2.0,42.0,9.0
HIGHNY-24FEB22-T47,2024-02-23,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,54.0,2.0,42.0,9.0
HIGHNY-24FEB22-B40.5,2024-02-23,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,54.0,2.0,42.0,9.0
HIGHNY-24FEB22-T40,2024-02-23,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,54.0,2.0,42.0,9.0
HIGHNY-24FEB22-B42.5,2024-02-23,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,54.0,2.0,42.0,9.0
HIGHNY-24FEB22-B44.5,2024-02-23,1,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,54.0,2.0,42.0,9.0
HIGHNY-24FEB22-B46.5,2024-02-23,0,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,41.7,41.7,,,54.0,2.0,42.0,9.0
HIGHNY-24FEB23-B49.5,2024-02-24,0,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,55.0,2.0,42.0,9.0
HIGHNY-24FEB23-T52,2024-02-24,0,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,55.0,2.0,42.0,9.0
HIGHNY-24FEB23-T45,2024-02-24,0,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,55.0,2.0,42.0,9.0
HIGHNY-24FEB23-B45.5,2024-02-24,0,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,55.0,2.0,42.0,9.0
HIGHNY-24FEB23-B47.5,2024-02-24,1,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,55.0,2.0,42.0,9.0
HIGHNY-24FEB23-B51.5,2024-02-24,0,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,40.42,40.42,,,55.0,2.0,42.0,9.0
HIGHNY-24FEB24-B42.5,2024-02-25,0,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,56.0,2.0,42.0,9.0
HIGHNY-24FEB24-B36.5,2024-02-25,0,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,56.0,2.0,42.0,9.0
HIGHNY-24FEB24-B38.5,2024-02-25,0,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,56.0,2.0,42.0,9.0
HIGHNY-24FEB24-T36,2024-02-25,0,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,56.0,2.0,42.0,9.0
HIGHNY-24FEB24-B40.5,2024-02-25,0,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,56.0,2.0,42.0,9.0
HIGHNY-24FEB24-T43,2024-02-25,1,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,23.14,23.14,,,56.0,2.0,42.0,9.0
HIGHNY-24FEB25-B40.5,2024-02-26,1,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,57.0,2.0,42.0,9.0
HIGHNY-24FEB25-T36,2024-02-26,0,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,57.0,2.0,42.0,9.0
HIGHNY-24FEB25-B36.5,2024-02-26,0,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,57.0,2.0,42.0,9.0
HIGHNY-24FEB25-T43,2024-02-26,0,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,57.0,2.0,42.0,9.0
HIGHNY-24FEB25-B38.5,2024-02-26,0,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,57.0,2.0,42.0,9.0
HIGHNY-24FEB25-B42.5,2024-02-26,0,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,36.23,36.23,,,57.0,2.0,42.0,9.0
HIGHNY-24FEB26-B51.5,2024-02-27,0,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,58.0,2.0,42.0,9.0
HIGHNY-24FEB26-B49.5,2024-02-27,0,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,58.0,2.0,42.0,9.0
HIGHNY-24FEB26-T49,2024-02-27,0,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,58.0,2.0,42.0,9.0
HIGHNY-24FEB26-B55.5,2024-02-27,1,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,58.0,2.0,42.0,9.0
HIGHNY-24FEB26-T56,2024-02-27,0,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,58.0,2.0,42.0,9.0
HIGHNY-24FEB26-B53.5,2024-02-27,0,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,41.22,41.22,,,58.0,2.0,42.0,9.0
HIGHNY-24FEB27-B54.5,2024-02-28,1,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,59.0,2.0,42.0,9.0
HIGHNY-24FEB27-T52,2024-02-28,0,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,59.0,2.0,42.0,9.0
HIGHNY-24FEB27-B52.5,2024-02-28,0,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,59.0,2.0,42.0,9.0
HIGHNY-24FEB27-B56.5,2024-02-28,0,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,59.0,2.0,42.0,9.0
HIGHNY-24FEB27-B58.5,2024-02-28,0,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,59.0,2.0,42.0,9.0
HIGHNY-24FEB27-T59,2024-02-28,0,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,51.58,51.58,,,59.0,2.0,42.0,9.0
HIGHNY-24FEB28-T64,2024-02-29,0,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,60.0,2.0,42.0,9.0
HIGHNY-24FEB28-T57,2024-02-29,0,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,60.0,2.0,42.0,9.0
HIGHNY-24FEB28-B57.5,2024-02-29,0,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,60.0,2.0,42.0,9.0
HIGHNY-24FEB28-B59.5,2024-02-29,0,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,60.0,2.0,42.0,9.0
HIGHNY-24FEB28-B61.5,2024-02-29,1,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,60.0,2.0,42.0,9.0
HIGHNY-24FEB28-B63.5,2024-02-29,0,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,30.67,30.67,,,60.0,2.0,42.0,9.0
HIGHNY-24FEB29-B41.5,2024-03-01,0,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,61.0,3.0,51.0,8.0
HIGHNY-24FEB29-B35.5,2024-03-01,0,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,61.0,3.0,51.0,8.0
HIGHNY-24FEB29-T35,2024-03-01,0,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,61.0,3.0,51.0,8.0
HIGHNY-24FEB29-B37.5,2024-03-01,0,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,61.0,3.0,51.0,8.0
HIGHNY-24FEB29-B39.5,2024-03-01,0,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,61.0,3.0,51.0,8.0
HIGHNY-24FEB29-T42,2024-03-01,1,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,30.34,30.34,,,61.0,3.0,51.0,8.0
HIGHNY-24MAR01-B48.5,2024-03-02,1,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,62.0,3.0,51.0,8.0
HIGHNY-24MAR01-T42,2024-03-02,0,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,62.0,3.0,51.0,8.0
HIGHNY-24MAR01-B42.5,2024-03-02,0,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,62.0,3.0,51.0,8.0
HIGHNY-24MAR01-B44.5,2024-03-02,0,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,62.0,3.0,51.0,8.0
HIGHNY-24MAR01-B46.5,2024-03-02,0,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,62.0,3.0,51.0,8.0
HIGHNY-24MAR01-T49,2024-03-02,0,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,42.57,42.57,,,62.0,3.0,51.0,8.0
HIGHNY-24MAR02-B52.5,2024-03-03,0,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,63.0,3.0,51.0,8.0
HIGHNY-24MAR02-B46.5,2024-03-03,0,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,63.0,3.0,51.0,8.0
HIGHNY-24MAR02-T46,2024-03-03,0,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,63.0,3.0,51.0,8.0
HIGHNY-24MAR02-B48.5,2024-03-03,0,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,63.0,3.0,51.0,8.0
HIGHNY-24MAR02-B50.5,2024-03-03,0,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,63.0,3.0,51.0,8.0
HIGHNY-24MAR02-T53,2024-03-03,1,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,48.9,48.9,,,63.0,3.0,51.0,8.0
HIGHNY-24MAR03-T63,2024-03-04,1,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,64.0,3.0,51.0,8.0
HIGHNY-24MAR03-T56,2024-03-04,0,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,64.0,3.0,51.0,8.0
HIGHNY-24MAR03-B56.5,2024-03-04,0,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,64.0,3.0,51.0,8.0
HIGHNY-24MAR03-B58.5,2024-03-04,0,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,64.0,3.0,51.0,8.0
HIGHNY-24MAR03-B60.5,2024-03-04,0,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,64.0,3.0,51.0,8.0
HIGHNY-24MAR03-B62.5,2024-03-04,0,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,48.31,48.31,,,64.0,3.0,51.0,8.0
HIGHNY-24MAR04-T61,2024-03-05,0,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,65.0,3.0,51.0,8.0
HIGHNY-24MAR04-T54,2024-03-05,0,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,65.0,3.0,51.0,8.0
HIGHNY-24MAR04-B54.5,2024-03-05,0,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,65.0,3.0,51.0,8.0
HIGHNY-24MAR04-B56.5,2024-03-05,0,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,65.0,3.0,51.0,8.0
HIGHNY-24MAR04-B58.5,2024-03-05,1,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,65.0,3.0,51.0,8.0
HIGHNY-24MAR04-B60.5,2024-03-05,0,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,41.79,41.79,,,65.0,3.0,51.0,8.0
HIGHNY-24MAR05-B51.5,2024-03-06,0,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,66.0,3.0,51.0,8.0
HIGHNY-24MAR05-T47,2024-03-06,0,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,66.0,3.0,51.0,8.0
HIGHNY-24MAR05-T54,2024-03-06,0,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,66.0,3.0,51.0,8.0
HIGHNY-24MAR05-B47.5,2024-03-06,0,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,66.0,3.0,51.0,8.0
HIGHNY-24MAR05-B49.5,2024-03-06,1,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,47.55,47.55,,,66.0,3.0,51.0,8.0
